77	6899745808820205228.wav	هەروەها باسی وتەکەی پێشووی کرد کە ڕۆو بەرامبەر وەید بریتی بووە لە "یاسای زەویەکەی جێگیر کردووە" و جەختی کردەوە سەر گرنگیی ڕێکوپێکیی حوکمەکانی دادگای باڵا.	هەروەها باسی وتەکەی پێشووی کرد کە ڕۆو بەرامبەر وەید بریتی بووە لە یاسای زەویەکەی جێگیر کردووە و جەختی کردەوە سەر گرنگیی ڕێکوپێکیی حوکمەکانی دادگای باڵا	ه ە ر و ە ه ا | ب ا س ی | و ت ە ک ە ی | پ ێ ش و و ی | ک ر د | ک ە | ڕ ۆ و | ب ە ر ا م ب ە ر | و ە ی د | ب ر ی ت ی | ب و و ە | ل ە | ی ا س ا ی | ز ە و ی ە ک ە ی | ج ێ گ ی ر | ک ر د و و ە | و | ج ە خ ت ی | ک ر د ە و ە | س ە ر | گ ر ن گ ی ی | ڕ ێ ک و پ ێ ک ی ی | ح و ک م ە ک ا ن ی | د ا د گ ا ی | ب ا ڵ ا |	247680	MALE
436	11559475774687250434.wav	لە ١٩٥٧ دا لەکسەمبۆرگ بووە ئەندامی دامەزرێنەری ڕێکخراوەکە کە ئەمڕۆ ناسراوە بە یەکێتی ئەوروپا.	لە ١٩٥٧ دا لەکسەمبۆرگ بووە ئەندامی دامەزرێنەری ڕێکخراوەکە کە ئەمڕۆ ناسراوە بە یەکێتی ئەوروپا	ل ە | ١ ٩ ٥ ٧ | د ا | ل ە ک س ە م ب ۆ ر گ | ب و و ە | ئ ە ن د ا م ی | د ا م ە ز ر ێ ن ە ر ی | ڕ ێ ک خ ر ا و ە ک ە | ک ە | ئ ە م ڕ ۆ | ن ا س ر ا و ە | ب ە | ی ە ک ێ ت ی | ئ ە و ر و پ ا |	188160	FEMALE
549	11543881293691486696.wav	بە گۆڕانکاری لە چارەک بۆ نیو میل ڕاکردن، خێرایی گرنگی کەمتر دەبێت و خۆڕاگری دەبێتە پێویستیەکی ڕەها.	بە گۆڕانکاری لە چارەک بۆ نیو میل ڕاکردن خێرایی گرنگی کەمتر دەبێت و خۆڕاگری دەبێتە پێویستیەکی ڕەها	ب ە | گ ۆ ڕ ا ن ک ا ر ی | ل ە | چ ا ر ە ک | ب ۆ | ن ی و | م ی ل | ڕ ا ک ر د ن | خ ێ ر ا ی ی | گ ر ن گ ی | ک ە م ت ر | د ە ب ێ ت | و | خ ۆ ڕ ا گ ر ی | د ە ب ێ ت ە | پ ێ و ی س ت ی ە ک ی | ڕ ە ه ا |	175680	FEMALE
123	11548396853477578.wav	باڵوێزخانەی ویلایەتە یەکگرتووەکانی ئەمریکا لە نایرۆبی، کینیا ئاگاداریەکی دەرکرد کە "تووندڕەوانی سۆمالیا" پلان دادەڕێژن بۆ ئەنجامدانی هێرشی خۆکوژی لە کینیا و ئەسیوبیا.	باڵوێزخانەی ویلایەتە یەکگرتووەکانی ئەمریکا لە نایرۆبی کینیا ئاگاداریەکی دەرکرد کە تووندڕەوانی سۆمالیا پلان دادەڕێژن بۆ ئەنجامدانی هێرشی خۆکوژی لە کینیا و ئەسیوبیا	ب ا ڵ و ێ ز خ ا ن ە ی | و ی ل ا ی ە ت ە | ی ە ک گ ر ت و و ە ک ا ن ی | ئ ە م ر ی ک ا | ل ە | ن ا ی ر ۆ ب ی | ک ی ن ی ا | ئ ا گ ا د ا ر ی ە ک ی | د ە ر ک ر د | ک ە | ت و و ن د ڕ ە و ا ن ی | س ۆ م ا ل ی ا | پ ل ا ن | د ا د ە ڕ ێ ژ ن | ب ۆ | ئ ە ن ج ا م د ا ن ی | ه ێ ر ش ی | خ ۆ ک و ژ ی | ل ە | ک ی ن ی ا | و | ئ ە س ی و ب ی ا |	218880	FEMALE
691	4854919651853415912.wav	کەشی تاریکی پەرستگاکە و دیمەنی دەریاچەی تۆنل ساپ سەرکەوتنەوە سەر گردەکە دەکاتە شتێکی سوودبەخش.	کەشی تاریکی پەرستگاکە و دیمەنی دەریاچەی تۆنل ساپ سەرکەوتنەوە سەر گردەکە دەکاتە شتێکی سوودبەخش	ک ە ش ی | ت ا ر ی ک ی | پ ە ر س ت گ ا ک ە | و | د ی م ە ن ی | د ە ر ی ا چ ە ی | ت ۆ ن ل | س ا پ | س ە ر ک ە و ت ن ە و ە | س ە ر | گ ر د ە ک ە | د ە ک ا ت ە | ش ت ێ ک ی | س و و د ب ە خ ش |	159360	MALE
970	13265114498782346039.wav	بەشێك لە سەرنجڕاکێشەیەکی نەبوونی پەرەپێدانی کۆمپانیاکانە. ڕێگە و شەمەندەفەر و بەلەمەکان لادێکان پێکەوە دەبەستنەوە و ئۆتۆمبیل ناتوانێت لەدەرەوەوە پێیان بگات.	بەشێك لە سەرنجڕاکێشەیەکی نەبوونی پەرەپێدانی کۆمپانیاکانە ڕێگە و شەمەندەفەر و بەلەمەکان لادێکان پێکەوە دەبەستنەوە و ئۆتۆمبیل ناتوانێت لەدەرەوەوە پێیان بگات	ب ە ش ێ ك | ل ە | س ە ر ن ج ڕ ا ک ێ ش ە ی ە ک ی | ن ە ب و و ن ی | پ ە ر ە پ ێ د ا ن ی | ک ۆ م پ ا ن ی ا ک ا ن ە | ڕ ێ گ ە | و | ش ە م ە ن د ە ف ە ر | و | ب ە ل ە م ە ک ا ن | ل ا د ێ ک ا ن | پ ێ ک ە و ە | د ە ب ە س ت ن ە و ە | و | ئ ۆ ت ۆ م ب ی ل | ن ا ت و ا ن ێ ت | ل ە د ە ر ە و ە و ە | پ ێ ی ا ن | ب گ ا ت |	214080	FEMALE
603	8297912956098939823.wav	ئاو نموونەیەکی دیکەیە. ئاوی ئاوێتە لە دوو گەردیلەی هایدرۆجین و یەک گەردیلەی ئۆکسجین پێکهاتووە.	ئاو نموونەیەکی دیکەیە ئاوی ئاوێتە لە دوو گەردیلەی هایدرۆجین و یەک گەردیلەی ئۆکسجین پێکهاتووە	ئ ا و | ن م و و ن ە ی ە ک ی | د ی ک ە ی ە | ئ ا و ی | ئ ا و ێ ت ە | ل ە | د و و | گ ە ر د ی ل ە ی | ه ا ی د ر ۆ ج ی ن | و | ی ە ک | گ ە ر د ی ل ە ی | ئ ۆ ک س ج ی ن | پ ێ ک ه ا ت و و ە |	144960	MALE
1336	2084703982288388569.wav	هامیلتۆن پشتڕاستی ئەو هەواڵەی کردەوە کە نەخۆشخانەی زانکۆی هاوەرد وتویەتی دۆخی نەخۆشەکە جێگیرە.	هامیلتۆن پشتڕاستی ئەو هەواڵەی کردەوە کە نەخۆشخانەی زانکۆی هاوەرد وتویەتی دۆخی نەخۆشەکە جێگیرە	ه ا م ی ل ت ۆ ن | پ ش ت ڕ ا س ت ی | ئ ە و | ه ە و ا ڵ ە ی | ک ر د ە و ە | ک ە | ن ە خ ۆ ش خ ا ن ە ی | ز ا ن ک ۆ ی | ه ا و ە ر د | و ت و ی ە ت ی | د ۆ خ ی | ن ە خ ۆ ش ە ک ە | ج ێ گ ی ر ە |	138240	MALE
1195	1579023574874374997.wav	بەهۆی ئەوەی مۆنتیڤیدیۆ لە باشووری هێڵی یەکسانیە، ئەو کاتەی لە نیوەی باکوور زستانە، لەوێ هاوینە و بەپێچەوانەوەش.	بەهۆی ئەوەی مۆنتیڤیدیۆ لە باشووری هێڵی یەکسانیە ئەو کاتەی لە نیوەی باکوور زستانە لەوێ هاوینە و بەپێچەوانەوەش	ب ە ه ۆ ی | ئ ە و ە ی | م ۆ ن ت ی ڤ ی د ی ۆ | ل ە | ب ا ش و و ر ی | ه ێ ڵ ی | ی ە ک س ا ن ی ە | ئ ە و | ک ا ت ە ی | ل ە | ن ی و ە ی | ب ا ک و و ر | ز س ت ا ن ە | ل ە و ێ | ه ا و ی ن ە | و | ب ە پ ێ چ ە و ا ن ە و ە ش |	210240	MALE
1351	7527413065992333953.wav	هەردوو ترش سیانوریك و مێلامین لە نمونەی میزی ئاژەلە مالیەکاندا دۆزراونەتەوە کە مردوون پاش خواردنی ئاژەڵیی کە پیسبووە.	هەردوو ترش سیانوریك و مێلامین لە نمونەی میزی ئاژەلە مالیەکاندا دۆزراونەتەوە کە مردوون پاش خواردنی ئاژەڵیی کە پیسبووە	ه ە ر د و و | ت ر ش | س ی ا ن و ر ی ك | و | م ێ ل ا م ی ن | ل ە | ن م و ن ە ی | م ی ز ی | ئ ا ژ ە ل ە | م ا ل ی ە ک ا ن د ا | د ۆ ز ر ا و ن ە ت ە و ە | ک ە | م ر د و و ن | پ ا ش | خ و ا ر د ن ی | ئ ا ژ ە ڵ ی ی | ک ە | پ ی س ب و و ە |	203520	MALE
737	15737351759568599516.wav	دەتوانرێت مۆڵەتی پارکەکە بەدەست بێت ڕاستەوخۆ لەلایەن بنکەی پاسەوانی دارستانەوە لە پوێرتۆ جیمینێز بەڵام کارتی بانقی وەرناگرن.	دەتوانرێت مۆڵەتی پارکەکە بەدەست بێت ڕاستەوخۆ لەلایەن بنکەی پاسەوانی دارستانەوە لە پوێرتۆ جیمینێز بەڵام کارتی بانقی وەرناگرن	د ە ت و ا ن ر ێ ت | م ۆ ڵ ە ت ی | پ ا ر ک ە ک ە | ب ە د ە س ت | ب ێ ت | ڕ ا س ت ە و خ ۆ | ل ە ل ا ی ە ن | ب ن ک ە ی | پ ا س ە و ا ن ی | د ا ر س ت ا ن ە و ە | ل ە | پ و ێ ر ت ۆ | ج ی م ی ن ێ ز | ب ە ڵ ا م | ک ا ر ت ی | ب ا ن ق ی | و ە ر ن ا گ ر ن |	192960	FEMALE
1196	7632323234266192024.wav	گوارانی گرنگترین گروپی ڕەسەن بوون کە لە پاراگوای ڕۆژهەڵاتی ئێستادا نیشتەجێ بوون، وەک ڕاوچی نیمچە کۆچەر دەژیان کە هەروەها کشتوکاڵیشیان دەکرد.	گوارانی گرنگترین گروپی ڕەسەن بوون کە لە پاراگوای ڕۆژهەڵاتی ئێستادا نیشتەجێ بوون وەک ڕاوچی نیمچە کۆچەر دەژیان کە هەروەها کشتوکاڵیشیان دەکرد	گ و ا ر ا ن ی | گ ر ن گ ت ر ی ن | گ ر و پ ی | ڕ ە س ە ن | ب و و ن | ک ە | ل ە | پ ا ر ا گ و ا ی | ڕ ۆ ژ ه ە ڵ ا ت ی | ئ ێ س ت ا د ا | ن ی ش ت ە ج ێ | ب و و ن | و ە ک | ڕ ا و چ ی | ن ی م چ ە | ک ۆ چ ە ر | د ە ژ ی ا ن | ک ە | ه ە ر و ە ه ا | ک ش ت و ک ا ڵ ی ش ی ا ن | د ە ک ر د |	219840	MALE
217	801501544719344927.wav	سکواش، کاراتێ و وەرزشەکانی دیکەی ڕۆڵەر هەوڵیاندا بێنە ناو پرۆگرامەکانی ئۆلیمپیات لەگەڵ تۆپی بێیسبۆڵ و سۆفتبۆڵ، کە لە ساڵی 2005 لە یارییە ئۆلیمپییەکان دەرهێنران.	سکواش کاراتێ و وەرزشەکانی دیکەی ڕۆڵەر هەوڵیاندا بێنە ناو پرۆگرامەکانی ئۆلیمپیات لەگەڵ تۆپی بێیسبۆڵ و سۆفتبۆڵ کە لە ساڵی 2005 لە یارییە ئۆلیمپییەکان دەرهێنران	س ک و ا ش | ک ا ر ا ت ێ | و | و ە ر ز ش ە ک ا ن ی | د ی ک ە ی | ڕ ۆ ڵ ە ر | ه ە و ڵ ی ا ن د ا | ب ێ ن ە | ن ا و | پ ر ۆ گ ر ا م ە ک ا ن ی | ئ ۆ ل ی م پ ی ا ت | ل ە گ ە ڵ | ت ۆ پ ی | ب ێ ی س ب ۆ ڵ | و | س ۆ ف ت ب ۆ ڵ | ک ە | ل ە | س ا ڵ ی | 2 0 0 5 | ل ە | ی ا ر ی ی ە | ئ ۆ ل ی م پ ی ی ە ک ا ن | د ە ر ه ێ ن ر ا ن |	215040	FEMALE
1168	16863079519900080561.wav	هیچ منداڵێك نابێت گەورە ببێت لە ژینگەیەکدا کە بەخێوکار و پەروەردەکار و بایەخپێدەر نیە، بەڵام ئەم دۆخە هەیە.	هیچ منداڵێك نابێت گەورە ببێت لە ژینگەیەکدا کە بەخێوکار و پەروەردەکار و بایەخپێدەر نیە بەڵام ئەم دۆخە هەیە	ه ی چ | م ن د ا ڵ ێ ك | ن ا ب ێ ت | گ ە و ر ە | ب ب ێ ت | ل ە | ژ ی ن گ ە ی ە ک د ا | ک ە | ب ە خ ێ و ک ا ر | و | پ ە ر و ە ر د ە ک ا ر | و | ب ا ی ە خ پ ێ د ە ر | ن ی ە | ب ە ڵ ا م | ئ ە م | د ۆ خ ە | ه ە ی ە |	152640	FEMALE
393	5054024688942650219.wav	بە کۆتایی هاتنی جەنگی فەرەنسا، ئەڵمانیتا دەستی بە خۆ ئامادەکردن کرد بۆ داگیرکردنی دوورگەی بەریتانیا.	بە کۆتایی هاتنی جەنگی فەرەنسا ئەڵمانیتا دەستی بە خۆ ئامادەکردن کرد بۆ داگیرکردنی دوورگەی بەریتانیا	ب ە | ک ۆ ت ا ی ی | ه ا ت ن ی | ج ە ن گ ی | ف ە ر ە ن س ا | ئ ە ڵ م ا ن ی ت ا | د ە س ت ی | ب ە | خ ۆ | ئ ا م ا د ە ک ر د ن | ک ر د | ب ۆ | د ا گ ی ر ک ر د ن ی | د و و ر گ ە ی | ب ە ر ی ت ا ن ی ا |	148800	FEMALE
507	16262906340369269178.wav	ئەم لاپەڕەیە دەکرێت بە ئاسانی بکرێتەوە لە ڕێگەی دابینکردنی یەک ناونیشانی وێب، کە بیرکەوتنەوە و چاپکردنی بۆ قوتابیان ئاسان دەکات کە ڕەنگە کێشەیان هەبێت لە بەکارهێنانی تەختەکلیل یان ڕێنووس.	ئەم لاپەڕەیە دەکرێت بە ئاسانی بکرێتەوە لە ڕێگەی دابینکردنی یەک ناونیشانی وێب کە بیرکەوتنەوە و چاپکردنی بۆ قوتابیان ئاسان دەکات کە ڕەنگە کێشەیان هەبێت لە بەکارهێنانی تەختەکلیل یان ڕێنووس	ئ ە م | ل ا پ ە ڕ ە ی ە | د ە ک ر ێ ت | ب ە | ئ ا س ا ن ی | ب ک ر ێ ت ە و ە | ل ە | ڕ ێ گ ە ی | د ا ب ی ن ک ر د ن ی | ی ە ک | ن ا و ن ی ش ا ن ی | و ێ ب | ک ە | ب ی ر ک ە و ت ن ە و ە | و | چ ا پ ک ر د ن ی | ب ۆ | ق و ت ا ب ی ا ن | ئ ا س ا ن | د ە ک ا ت | ک ە | ڕ ە ن گ ە | ک ێ ش ە ی ا ن | ه ە ب ێ ت | ل ە | ب ە ک ا ر ه ێ ن ا ن ی | ت ە خ ت ە ک ل ی ل | ی ا ن | ڕ ێ ن و و س |	273600	MALE
1314	12055069379358332489.wav	تا لەم ناوچەیەدا بمێنیتەوە، دەتوانیت بە ئاسانی سنورەکان ببڕیت بەبێ دووبارە پشکنینەوەی پاسپۆرتەکەت لە خالەکانی پشکنیندا.	تا لەم ناوچەیەدا بمێنیتەوە دەتوانیت بە ئاسانی سنورەکان ببڕیت بەبێ دووبارە پشکنینەوەی پاسپۆرتەکەت لە خالەکانی پشکنیندا	ت ا | ل ە م | ن ا و چ ە ی ە د ا | ب م ێ ن ی ت ە و ە | د ە ت و ا ن ی ت | ب ە | ئ ا س ا ن ی | س ن و ر ە ک ا ن | ب ب ڕ ی ت | ب ە ب ێ | د و و ب ا ر ە | پ ش ک ن ی ن ە و ە ی | پ ا س پ ۆ ر ت ە ک ە ت | ل ە | خ ا ل ە ک ا ن ی | پ ش ک ن ی ن د ا |	193920	MALE
1056	12436203007139361194.wav	بەڵام، ئەگەر بەکاربێت بەبێ ئامڕازی ڕستەی بڕکردنی زیاتر، وشەکە واتای ئەو خۆراکە دەگەیەنێت کە لە ناوەڕاست و ڕۆژئاوای دورگەی سەرەکی جاڤاوە هاتووە.	بەڵام ئەگەر بەکاربێت بەبێ ئامڕازی ڕستەی بڕکردنی زیاتر وشەکە واتای ئەو خۆراکە دەگەیەنێت کە لە ناوەڕاست و ڕۆژئاوای دورگەی سەرەکی جاڤاوە هاتووە	ب ە ڵ ا م | ئ ە گ ە ر | ب ە ک ا ر ب ێ ت | ب ە ب ێ | ئ ا م ڕ ا ز ی | ڕ س ت ە ی | ب ڕ ک ر د ن ی | ز ی ا ت ر | و ش ە ک ە | و ا ت ا ی | ئ ە و | خ ۆ ر ا ک ە | د ە گ ە ی ە ن ێ ت | ک ە | ل ە | ن ا و ە ڕ ا س ت | و | ڕ ۆ ژ ئ ا و ا ی | د و ر گ ە ی | س ە ر ە ک ی | ج ا ڤ ا و ە | ه ا ت و و ە |	220800	MALE
1261	1826354572484865685.wav	هاوئاوازی شوێنی کار گرنگە، بە جەختکردنە سەر هەوڵی گروپ نەوەک پیاهەڵدانی دەسکەوتی تاکەکان.	هاوئاوازی شوێنی کار گرنگە بە جەختکردنە سەر هەوڵی گروپ نەوەک پیاهەڵدانی دەسکەوتی تاکەکان	ه ا و ئ ا و ا ز ی | ش و ێ ن ی | ک ا ر | گ ر ن گ ە | ب ە | ج ە خ ت ک ر د ن ە | س ە ر | ه ە و ڵ ی | گ ر و پ | ن ە و ە ک | پ ی ا ه ە ڵ د ا ن ی | د ە س ک ە و ت ی | ت ا ک ە ک ا ن |	167040	FEMALE
590	7468176261222883278.wav	زۆر کەس خەون دەبینێت بەو ڕۆژەوە کە مرۆڤەکان بتوانن گەشت بکەن بۆ ئەستێرەیەکی تر و بگەڕێن بە جیهانەکانیاندا و هەندێك کەس بیردەکەنەوە لەوەی دەبێت چی هەبێت لەوێ و هەندێکیش بڕوایان وایە بونەوەرانی نامۆ یان شێوازی تری ژیان ئەگەری هەیە هەبێت لەسەر هەسارەیەکی تر.	زۆر کەس خەون دەبینێت بەو ڕۆژەوە کە مرۆڤەکان بتوانن گەشت بکەن بۆ ئەستێرەیەکی تر و بگەڕێن بە جیهانەکانیاندا و هەندێك کەس بیردەکەنەوە لەوەی دەبێت چی هەبێت لەوێ و هەندێکیش بڕوایان وایە بونەوەرانی نامۆ یان شێوازی تری ژیان ئەگەری هەیە هەبێت لەسەر هەسارەیەکی تر	ز ۆ ر | ک ە س | خ ە و ن | د ە ب ی ن ێ ت | ب ە و | ڕ ۆ ژ ە و ە | ک ە | م ر ۆ ڤ ە ک ا ن | ب ت و ا ن ن | گ ە ش ت | ب ک ە ن | ب ۆ | ئ ە س ت ێ ر ە ی ە ک ی | ت ر | و | ب گ ە ڕ ێ ن | ب ە | ج ی ه ا ن ە ک ا ن ی ا ن د ا | و | ه ە ن د ێ ك | ک ە س | ب ی ر د ە ک ە ن ە و ە | ل ە و ە ی | د ە ب ێ ت | چ ی | ه ە ب ێ ت | ل ە و ێ | و | ه ە ن د ێ ک ی ش | ب ڕ و ا ی ا ن | و ا ی ە | ب و ن ە و ە ر ا ن ی | ن ا م ۆ | ی ا ن | ش ێ و ا ز ی | ت ر ی | ژ ی ا ن | ئ ە گ ە ر ی | ه ە ی ە | ه ە ب ێ ت | ل ە س ە ر | ه ە س ا ر ە ی ە ک ی | ت ر |	312960	FEMALE
875	16547310570639152617.wav	لەوانەیە خواردنەوەیەکی ساکار بدۆزیتەوە کە بۆ نانی بەیانی بگونجێت کاتێك لەگەشتەکەت دەگەڕێیتەوە.	لەوانەیە خواردنەوەیەکی ساکار بدۆزیتەوە کە بۆ نانی بەیانی بگونجێت کاتێك لەگەشتەکەت دەگەڕێیتەوە	ل ە و ا ن ە ی ە | خ و ا ر د ن ە و ە ی ە ک ی | س ا ک ا ر | ب د ۆ ز ی ت ە و ە | ک ە | ب ۆ | ن ا ن ی | ب ە ی ا ن ی | ب گ و ن ج ێ ت | ک ا ت ێ ك | ل ە گ ە ش ت ە ک ە ت | د ە گ ە ڕ ێ ی ت ە و ە |	147840	MALE
